month,year,quarter,days_in_month,semrush_rank,semrush_organic_keywords,semrush_kw_top3,semrush_kw_top4_10,semrush_kw_top11_20,semrush_kw_top21_100,semrush_traffic_est,semrush_traffic_cost_gbp,semrush_paid_keywords,semrush_paid_traffic,gsc_days_with_data,gsc_total_clicks,gsc_total_impressions,gsc_ctr_pct,gsc_avg_pos_overview,gsc_click_weighted_avg_pos,gsc_distinct_queries,gsc_landing_pages,gsc_countries,gsc_desktop_clicks,gsc_mobile_clicks,gsc_tablet_clicks,gsc_desktop_impressions,gsc_mobile_impressions,gsc_tablet_impressions,ga4_organic_all_sessions,ga4_organic_all_users,ga4_organic_all_purchases,ga4_organic_all_revenue_gbp,ga4_organic_all_landing_pages,ga4_organic_search_sessions,ga4_organic_search_users,ga4_organic_search_purchases,ga4_organic_search_revenue_gbp,ads_clicks,ads_impressions,ads_cost_gbp,ads_conversions,ads_conv_value_gbp,ads_roas,ads_cpc_gbp,ads_ctr_pct,ads_active_campaigns,ads_product_distinct_products,ads_product_clicks,ads_product_impressions,ads_product_cost_gbp,ads_product_conversions,ads_product_conv_value_gbp,ads_product_roas,ads_st_unique_terms,ads_st_clicks,ads_st_impressions,data_flags
2024-05,2024,Q2,31,199840,4561,64,274,476,3739,1442,593,3,573,,,,,,,,,,,,,,,,,,,,,,,,,,,,13922,1411253,5766.00,533.84,20025.36,3.4730,0.4142,0.9865,51,,,,,,,,,,,,SE|ADS
2024-06,2024,Q2,30,60959,6869,253,606,944,5047,7032,2300,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13023,1263393,5049.02,567.99,26430.20,5.2347,0.3877,1.0308,47,,,,,,,,,,,,SE|ADS
2024-07,2024,Q3,31,60482,9498,308,769,1444,6954,7174,2622,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16752,1602405,6230.70,687.96,27359.36,4.3911,0.3719,1.0454,47,,,,,,,,,,,,SE|ADS
2024-08,2024,Q3,31,47217,7897,320,763,1350,5104,10083,3684,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,21940,1982004,7156.50,788.69,27948.80,3.9054,0.3262,1.1070,40,,,,,,,,,,,,SE|ADS
2024-09,2024,Q3,30,44376,7770,317,636,1173,5085,11118,4088,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,21728,1859929,7524.51,827.86,29100.13,3.8674,0.3463,1.1682,39,26194,20498,1807602,6541.35,764.09,26434.98,4.0412,,,,,SE|ADS|PROD
2024-10,2024,Q4,31,47918,7275,284,659,1082,4503,10161,3288,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,23946,2006940,8648.06,954.20,36739.89,4.2483,0.3611,1.1932,36,24666,21496,1870800,7157.30,726.01,23745.16,3.3176,,,,,SE|ADS|PROD
2024-11,2024,Q4,30,45018,7842,317,650,1167,4880,11092,3692,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,26781,2163194,10492.43,1097.29,39567.00,3.7710,0.3918,1.2380,33,25070,25277,2130172,9003.70,854.25,26965.80,2.9950,,,,,SE|ADS|PROD
2024-12,2024,Q4,31,55329,7372,235,696,1048,4630,8606,2780,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,24099,2023289,8524.25,1025.41,30201.41,3.5430,0.3537,1.1911,31,25291,15646,1346879,5264.59,566.73,15580.13,2.9594,,,,,SE|ADS|PROD
2025-01,2025,Q1,31,49858,7123,254,704,928,4652,9679,3537,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,35797,3042128,12404.07,1558.40,50718.45,4.0889,0.3465,1.1767,28,24610,15982,1410497,5124.49,645.14,17161.74,3.3490,,,,,SE|ADS|PROD
2025-02,2025,Q1,28,47999,7742,322,701,1064,4961,10208,3713,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,31321,2622183,11857.96,1439.88,44558.39,3.7577,0.3786,1.1945,27,26125,20950,1798169,7166.95,698.70,19404.56,2.7075,,,,,SE|ADS|PROD
2025-03,2025,Q1,31,41749,8756,314,711,1090,5574,11890,3845,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,29765,2367987,11866.57,5001.59,46695.66,3.9351,0.3987,1.2570,24,18458,14106,1225843,5369.03,1071.06,15834.03,2.9491,,,,,SE|ADS|PROD
2025-04,2025,Q2,30,36843,8671,363,719,1107,5300,13541,4465,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25666,2174532,10910.25,1462.59,39996.94,3.6660,0.4251,1.1803,21,18072,19644,1764372,7478.60,915.36,25622.80,3.4261,,,,,SE|ADS|PROD
2025-05,2025,Q2,31,40784,8644,326,733,1091,5300,12033,4366,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,25304,2145964,10694.12,1170.51,41767.48,3.9056,0.4226,1.1791,17,19762,22258,2238989,8391.36,909.57,28473.78,3.3932,,,,,SE|ADS|PROD
2025-06,2025,Q2,30,34702,9380,307,731,1112,5535,14291,5829,6,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,24393,2004307,11351.84,1003.88,33965.09,2.9920,0.4654,1.2170,19,19858,22132,2271872,9238.27,818.94,25700.62,2.7820,,,,,SE|ADS|PROD
2025-07,2025,Q3,31,33541,10253,325,737,1235,6195,15134,6302,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,23916,1872751,10851.95,888.34,26759.92,2.4659,0.4538,1.2771,27,21072,20577,1862182,7983.77,657.67,17565.55,2.2002,,,,,SE|ADS|PROD
2025-08,2025,Q3,31,29842,12118,315,817,1447,7640,17855,7029,4,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,32095,2503711,11378.95,918.47,26795.41,2.3548,0.3545,1.2819,39,22077,20689,2011132,6460.21,547.29,13857.57,2.1451,,,,,SE|ADS|PROD
2025-09,2025,Q3,30,33322,13009,309,838,1529,8380,15261,5753,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21535,1411254,10583.39,633.16,26970.95,2.5484,0.4915,1.5259,35,20711,18830,1522041,7970.52,434.86,16824.77,2.1109,,,,,SE|ADS|PROD
2025-10,2025,Q4,31,31187,13006,304,839,1526,8360,16393,6201,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,31154,2223783,15631.77,1262.29,41005.34,2.6232,0.5018,1.4009,37,19664,27684,2306700,12083.08,994.71,27046.78,2.2384,8545,267,23099,SE|ADS|PROD|ST_SPARSE
2025-11,2025,Q4,30,33012,13030,288,830,1532,8350,15250,5693,2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,32815,2227298,15560.12,1518.32,49830.56,3.2025,0.4742,1.4733,22,12637,29790,2282183,12793.71,1073.61,31879.50,2.4918,321,4,590,SE|ADS|PROD|ST_SPARSE
2025-12,2025,Q4,31,34810,13330,263,789,1559,8832,14388,5481,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,29850,2220592,13417.27,1334.39,39548.80,2.9476,0.4495,1.3442,17,10151,27388,2401177,11438.06,926.25,25376.32,2.2186,1141,16,2489,SE|ADS|PROD|ST_SPARSE
2026-01,2026,Q1,31,38009,14404,239,770,1506,9989,12893,5325,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,37239,2629498,16318.54,1609.29,50528.87,3.0964,0.4382,1.4162,23,10714,33764,2837077,13142.89,1453.53,41811.98,3.1813,53277,13127,915720,SE|ADS|PROD|ST
2026-02,2026,Q1,28,39561,15629,250,788,1561,10791,12272,5037,8,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,45692,3252601,19431.67,1691.40,52286.82,2.6908,0.4253,1.4048,39,15008,42162,3465955,16630.00,1537.00,46503.19,2.7963,59904,15819,1054267,SE|ADS|PROD|ST
2026-03,2026,Q1,31,36384,15300,285,841,1902,10247,13780,5032,5,118,12,3842,1220458,0.3148,15.50,6.84,18424,13998,226,720,1138,63,274287,328714,7228,478898,408817,14566,522550.35,7003,31919,17778,1933,93727.41,49552,3594561,21523.31,1924.99,64512.66,2.9973,0.4344,1.3785,44,16069,46125,3771961,19111.40,1775.92,57969.14,3.0332,69420,13741,1016725,SE|GSC_PARTIAL|GA4_AGG|ADS|PROD|ST
2026-04,2026,Q2,30,37362,14084,165,722,1860,9717,13492,5113,3,39,30,8512,2753142,0.3092,15.82,6.36,30048,19584,235,1601,2528,127,636161,723368,17042,602719,512117,17924,637088.51,6978,45528,23913,2835,146554.58,51462,3737513,24141.46,1909.67,72944.96,3.0216,0.4691,1.3769,43,15233,46949,3764212,21054.20,1764.97,65625.54,3.1170,67299,17221,1167298,SE|GSC|GA4_AGG|ADS|PROD|ST
2026-05,2026,Q2,31,44987,13641,92,595,1777,9634,10548,4461,5,69,31,8344,2647688,0.3151,17.10,5.87,28778,18270,234,1444,2589,139,644930,662048,16866,,,,,,,,,41809,2906217,18786.89,1799.60,67570.74,3.5967,0.4494,1.4386,36,14156,38764,3156510,16717.68,1650.72,60333.88,3.6090,54529,14412,916811,SE|GSC|ADS|PROD|ST
2026-06,2026,Q2,30,54147,12333,115,582,1930,8626,8536,3570,4,84,30,6671,1895929,0.3519,16.95,6.20,28915,17094,233,1560,2521,136,595012,596173,17124,,,,,,,,,35863,2408366,16031.95,1554.83,55389.62,3.4550,0.4470,1.4891,27,13431,32866,2745831,13589.50,1407.80,47360.93,3.4851,45638,12128,716358,SE|GSC|ADS|PROD|ST
2026-07,2026,Q3,31,,,,,,,,,,,26,3854,985092,0.3912,16.22,5.32,28093,13510,229,1304,2410,140,448277,521024,15791,,,,,,,,,39428,2706942,18964.95,1629.04,52893.57,2.7890,0.4810,1.4566,21,12544,36313,2924614,16463.19,1499.56,46606.35,2.8309,45265,11406,744284,GSC|ADS|PROD|ST
